LOGINID,OUTLETCODE,TOTAL_ORDERS,ORDERS_AND_(SALES_OR_RECOMMENDATION),TRENDING_IN_ORDERS,TRENDING_IN_RECOMMENDATIONS,TOTAL_RECOMMENDATIONS,MATCHED_TRENDING_RECOMMENDATIONS,PRINCE_RATIO,VANSHIKA_RATIO,HARSH_RATIO
DSR-BGLR-095,PH092307,6,4,2,4,5,2,100.0,50.0,0.0,
DSR-BGLR-092,PH096605,1,1,0,4,5,0,0.0,0.0,0.0,
DSR-CMN-KNUC-473,DS022247,4,4,2,2,5,2,100.0,50.0,1.0,
DSR-GT-PUNE-779,PH092829,2,2,2,4,5,2,100.0,100.0,1.0,
DSR-PUNJ-418,PH030115,1,1,1,4,6,0,0.0,100.0,1.0,
DSR-GT-MUM-765,DS018340,6,3,1,4,8,1,100.0,33.33333333333333,1.0,
DSR-SPT-NCR-413,PS012684,7,4,0,4,5,0,0.0,0.0,0.0,
DSR-MUM-124,PH053707,19,15,4,4,17,3,75.0,26.666666666666668,0.0,
DSR-PUNJ-190,PH013358,3,3,3,3,5,3,100.0,100.0,1.0,
DSR-NCR-036,PH032169,2,1,0,5,5,0,0.0,0.0,1.0,
DSR-ROM-216,PH027193,10,7,4,4,5,4,100.0,57.14285714285714,1.0,
DSR-PUNJ-404,PH104323,3,3,2,4,5,2,100.0,66.66666666666666,0.0,
DSR-BGLR-092,PH094308,3,3,1,4,5,1,100.0,33.33333333333333,0.0,
DSR-ROM-350,PS013820,5,5,1,1,5,1,100.0,20.0,1.0,
DSR-MP-288,PH103546,2,2,2,3,5,2,100.0,100.0,1.0,
DSR-NCR-037,PH042203,3,2,1,4,6,1,100.0,50.0,0.0,
DSR-PUNJ-354,PH013252,3,2,2,0,10,0,0.0,100.0,1.0,
DSR-CMN-KER-622,PH107489,2,1,0,5,5,0,0.0,0.0,1.0,
DSR-GT-MUM-765,PH002773,4,2,1,4,6,1,100.0,50.0,1.0,
DSR-CMN-ROM-777,PH056925,2,2,2,3,5,1,50.0,100.0,1.0,
DSR-PUNJ-354,PH013248,3,2,2,0,10,0,0.0,100.0,1.0,
DSR-GT-UK-593,TG001820,1,1,1,3,5,1,100.0,100.0,1.0,
DSR-ROE-272,PH026401,2,2,2,4,5,2,100.0,100.0,1.0,
DSR-TNUC-310,TG002636,6,5,0,0,5,0,0.0,0.0,1.0,
DSR-MUM-127,PH060787,7,6,0,4,7,0,0.0,0.0,0.0,
DSR-GT-MUM-702,PH087423,4,4,2,2,5,2,100.0,50.0,1.0,
DSR-MPC-407,PS014502,12,8,3,4,9,2,66.66666666666666,37.5,0.0,
DSR-NE-322,TG009129,2,2,2,5,5,2,100.0,100.0,1.0,
DSR-ROE-272,PH125054,1,1,1,2,3,1,100.0,100.0,1.0,
FSA-GT-HYD-009,PH000238,1,1,0,5,5,0,0.0,0.0,1.0,
DSR-NCR-032,PH118102,2,2,2,2,5,2,100.0,100.0,1.0,
DSR-MUM-315,MGS00135,6,5,2,4,13,2,100.0,40.0,1.0,
DSR-KER-293,DS019236,10,4,1,4,5,1,100.0,25.0,0.0,
DSR-GT-PUNE-706,PH062295,7,4,0,4,11,0,0.0,0.0,0.0,
DSR-MUM-291,PH011768,7,5,3,4,7,3,100.0,60.0,1.0,
DSR-CMN-TNUC-815,PH054319,3,3,1,3,5,1,100.0,33.33333333333333,1.0,
DSR-KER-293,PH023995,2,2,0,4,8,0,0.0,0.0,0.0,
DSR-ROM-348,PS008263,1,1,1,4,7,1,100.0,100.0,1.0,
DSR-SPT-PUNE-543,PS004893,9,4,0,0,7,0,0.0,0.0,1.0,
DSR-CMN-KNUC-555,MGS08317,1,1,0,0,3,0,0.0,0.0,1.0,
DSR-CMN-ROM-777,PH056928,2,2,0,3,5,0,0.0,0.0,0.0,
DSR-GT-DEL-783,TG021386,2,2,2,3,5,1,50.0,100.0,1.0,
DSR-GT-MUM-518,PH014152,7,2,1,3,11,1,100.0,50.0,1.0,
DSR-NCR-039,PH057804,2,2,2,2,5,2,100.0,100.0,1.0,
DSR-BGLR-082,DS000175,30,17,5,5,25,5,100.0,29.411764705882355,1.0,
DSR-GUJ-387,PH061179,2,2,2,5,6,2,100.0,100.0,1.0,
DSR-GT-AP-479,PH028196,2,2,2,4,5,2,100.0,100.0,1.0,
DSR-MUM-130,PH031483,18,6,1,4,15,1,100.0,16.666666666666664,0.0,
DSR-PUNJ-389,BR000795,1,1,0,1,24,0,0.0,0.0,0.0,
DSR-GT-MUM-702,PH059732,6,3,2,4,9,1,50.0,66.66666666666666,1.0,
DSR-CHN-109,DS008187,3,3,2,4,7,2,100.0,66.66666666666666,1.0,
DSR-ROM-409,PH040945,2,2,2,3,5,1,50.0,100.0,1.0,
DSR-GT-ROM-704,TG021330,3,1,0,3,9,0,0.0,0.0,1.0,
DSR-ROM-207,PH076275,16,7,3,5,9,3,100.0,42.857142857142854,1.0,
DSR-GT-MUM-656,PH048176,5,5,2,5,8,2,100.0,40.0,1.0,
DSR-MUM-127,PH099514,6,4,3,4,6,2,66.66666666666666,75.0,1.0,
DSR-PUNE-141,PH045584,13,9,4,5,9,4,100.0,44.44444444444444,1.0,
FSA-SPT-APUC-086,PS002401,20,10,2,4,15,1,50.0,20.0,0.0,
DSR-CHN-114,PH007346,24,8,1,4,9,1,100.0,12.5,0.0,
FSA-SPT-MUM-103,CL001603,12,5,3,3,5,3,100.0,60.0,1.0,
DSR-GUJ-387,PH053075,3,3,1,3,6,1,100.0,33.33333333333333,0.0,
FSA-SPT-MUM-059,PS015373,10,3,0,5,5,0,0.0,0.0,1.0,
DSR-PUNJ-389,PS019499,2,1,0,0,5,0,0.0,0.0,1.0,
DSR-KER-071,PS010863,14,6,2,5,13,2,100.0,33.33333333333333,1.0,
DSR-ROM-350,PS008012,5,4,1,1,8,1,100.0,25.0,1.0,
DSR-GT-NCR-503,PH021455,6,5,2,4,9,2,100.0,40.0,0.0,
DSR-PUNJ-389,BR000796,2,2,0,1,24,0,0.0,0.0,0.0,
DSR-CMN-KER-770,PH054785,4,3,1,4,6,0,0.0,33.33333333333333,0.0,
DSR-AP-432,PS011829,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-CMN-KER-770,DS018313,7,6,2,5,6,2,100.0,33.33333333333333,1.0,
DSR-GT-NCR-457,PH084956,12,4,0,3,8,0,0.0,0.0,0.0,
DSR-CMN-KER-637,TG015403,3,3,0,0,6,0,0.0,0.0,1.0,
DSR-E/UP-159,PH104440,2,1,0,3,7,0,0.0,0.0,0.0,
DSR-NCR-038,TS000102,2,2,1,4,5,1,100.0,50.0,0.0,
DSR-GOA-153,TG019138,2,2,2,3,5,2,100.0,100.0,1.0,
DSR-RAJ-428,PH092490,2,2,2,4,5,2,100.0,100.0,1.0,
DSR-PUNE-141,PH131190,3,2,1,5,23,1,100.0,50.0,1.0,
DSR-CMN-PUNJ-490,PH109306,5,5,2,3,5,2,100.0,40.0,1.0,
DSR-SPT-NE-618,PS003286,21,7,2,4,6,2,100.0,28.57142857142857,1.0,
DSR-PUNE-149,PH065031,1,1,1,2,5,0,0.0,100.0,1.0,
DSR-ROM-216,TG011086,3,3,2,2,5,2,100.0,66.66666666666666,1.0,
DSR-CHN-442,PH110349,2,2,0,2,4,0,0.0,0.0,0.0,
DSR-APUC-009,PH103847,7,6,2,5,9,2,100.0,33.33333333333333,0.0,
DSR-E/UP-173,PH114620,2,2,2,2,2,2,100.0,100.0,1.0,
DSR-CMN-KER-808,PH041059,4,4,2,4,8,2,100.0,50.0,1.0,
DSR-MUM-134,PH084439,1,1,0,3,5,0,0.0,0.0,0.0,
DSR-CHN-442,PH095540,5,4,2,4,16,2,100.0,50.0,1.0,
DSR-KER-081,PS022081,4,3,1,3,5,1,100.0,33.33333333333333,1.0,
DSR-MUM-255,TG013183,3,3,2,3,5,2,100.0,66.66666666666666,1.0,
DSR-PUNJ-317,DS002480,7,6,1,2,8,1,100.0,16.666666666666664,0.0,
DSR-NCR-039,MGS006269,2,2,0,1,5,0,0.0,0.0,0.0,
DSR-KNUC-430,TG022401,3,2,0,1,10,0,0.0,0.0,1.0,
DSR-BGLR-084,PH113806,5,5,1,5,7,1,100.0,20.0,0.0,
DSR-CMN-PUNJ-490,PS015420,6,2,2,4,5,2,100.0,100.0,1.0,
DSR-MUM-134,PH050964,3,2,0,0,10,0,0.0,0.0,1.0,
DSR-MUM-291,PH085689,3,3,3,4,5,3,100.0,100.0,1.0,
DSR-NCR-039,PH046416,2,2,1,2,5,1,100.0,50.0,1.0,
DSR-KER-068,PH041567,5,5,1,3,8,1,100.0,20.0,0.0,
DSR-CMN-MPC-785,CL004449,9,3,0,0,5,0,0.0,0.0,1.0,
DSR-E/UP-159,PH030937,2,1,1,2,6,1,100.0,100.0,1.0,
DSR-PUNJ-190,PH013357,3,3,3,3,5,3,100.0,100.0,1.0,
DSR-UP-383,PS021029,8,3,2,2,5,2,100.0,66.66666666666666,1.0,
DSR-CMN-ROM-777,PH012186,5,3,0,3,9,0,0.0,0.0,0.0,
FSA-GT-HYD-010,PH000257,3,2,0,4,5,0,0.0,0.0,0.0,
FSA-SPT-CHN-048,PS004439,9,4,1,4,16,1,100.0,25.0,1.0,
DSR-CMN-ROM-773,PH099279,5,4,2,3,5,2,100.0,50.0,1.0,
DSR-BGLR-084,MGS00523,30,19,3,4,30,3,100.0,15.789473684210526,1.0,
DSR-GT-KER-820,PH028077,16,6,3,4,9,3,100.0,50.0,1.0,
DSR-SPT-MUM-659,PS007219,10,2,0,0,9,0,0.0,0.0,1.0,
DSR-BGLR-083,PH059553,7,3,2,4,8,2,100.0,66.66666666666666,1.0,
DSR-KER-352,TG019428,3,1,0,3,5,0,0.0,0.0,1.0,
DSR-CMN-KER-501,TG014651,2,2,0,0,5,0,0.0,0.0,1.0,
DSR-KER-293,DS014233,6,5,3,5,9,3,100.0,60.0,1.0,
DSR-CMN-PUNJ-490,PH090679,4,4,2,2,4,2,100.0,50.0,1.0,
DSR-CMN-KNUC-473,DS010326,5,5,4,4,5,4,100.0,80.0,1.0,
DSR-RAJ-428,PH092760,2,2,2,4,5,2,100.0,100.0,1.0,
DSR-ROE-446,PH113878,3,3,0,2,5,0,0.0,0.0,0.0,
DSR-CMN-KER-624,MGS005235,12,12,4,5,22,4,100.0,33.33333333333333,1.0,
DSR-GT-AP-479,TG022411,2,2,2,3,5,1,50.0,100.0,1.0,
DSR-KER-332,PH029436,6,2,0,4,6,0,0.0,0.0,1.0,
DSR-NE-275,CL004664,2,2,1,2,5,1,100.0,50.0,1.0,
DSR-SPT-KOL-699,PS019802,10,4,0,5,8,0,0.0,0.0,0.0,
DSR-E/UP-244,TG002937,5,5,5,5,5,5,100.0,100.0,1.0,
DSR-NCR-039,PH020253,3,2,1,3,5,1,100.0,50.0,1.0,
DSR-CMN-KER-501,MGS005619,17,8,1,5,24,1,100.0,12.5,0.0,
DSR-CMN-ROE-558,PS014690,2,2,2,5,5,2,100.0,100.0,1.0,
DSR-KNUC-305,PH009794,5,5,5,5,5,5,100.0,100.0,1.0,
FSA-SPT-HYD-003,CL000017,1,1,0,5,7,0,0.0,0.0,0.0,
DSR-PUNJ-190,PS009174,3,2,2,4,6,2,100.0,100.0,1.0,
DSR-NE-322,TG015857,1,1,0,4,5,0,0.0,0.0,0.0,
DSR-CMN-KER-826,TG013604,6,4,3,4,9,3,100.0,75.0,1.0,
DSR-KNUC-276,PH027733,5,4,4,5,7,4,100.0,100.0,1.0,
DSR-CMN-AP-472,PH107507,1,1,1,1,5,1,100.0,100.0,1.0,
DSR-CMN-EUP-752,PH098127,2,1,1,0,10,0,0.0,100.0,1.0,
DSR-KER-332,PH029435,2,1,1,4,5,1,100.0,100.0,1.0,
DSR-GT-PUNE-360,PM000274,9,6,2,4,12,2,100.0,33.33333333333333,1.0,
DSR-CMN-NE-696,TG006701,6,4,4,5,6,4,100.0,100.0,1.0,
DSR-CMN-BGLR-483,TG022724,2,2,1,4,5,1,100.0,50.0,0.0,
DSR-KNUC-088,PH035216,5,4,3,5,6,3,100.0,75.0,1.0,
DSR-CMN-EUP-665,MGS02152,5,5,2,2,5,2,100.0,40.0,1.0,
DSR-BGLR-092,PH103908,14,10,3,4,10,3,100.0,30.0,1.0,
DSR-AP-432,PH050565,2,2,2,4,5,2,100.0,100.0,1.0,
DSR-GOA-153,PH006475,7,5,3,4,10,2,66.66666666666666,60.0,1.0,
DSR-CMN-KER-624,MGS006198,5,2,0,3,5,0,0.0,0.0,0.0,
DSR-PUNJ-190,PH013361,3,2,2,2,5,2,100.0,100.0,1.0,
DSR-NE-197,TG004239,10,8,4,5,8,4,100.0,50.0,1.0,
FSA-SPT-MUM-060,CL000165,5,3,1,4,5,1,100.0,33.33333333333333,1.0,
DSR-CMN-KER-843,PH084341,4,4,1,3,6,1,100.0,25.0,0.0,
DSR-ROM-215,WP000598,7,4,1,5,13,1,100.0,25.0,0.0,
DSR-SPT-MUM-536,PS014629,6,3,0,3,5,0,0.0,0.0,0.0,
DSR-GT-NCR-760,PH058446,2,2,2,5,5,2,100.0,100.0,1.0,
DSR-MUM-127,PH021364,2,2,0,4,5,0,0.0,0.0,0.0,
DSR-CMN-HP-787,PH109377,4,2,0,1,10,0,0.0,0.0,1.0,
DSR-ROE-446,PH129216,4,4,2,3,5,2,100.0,50.0,0.0,
DSR-MUM-127,DS016885,19,14,2,4,25,1,50.0,14.285714285714285,0.0,
DSR-W/UP-176,PH013559,2,1,1,1,3,1,100.0,100.0,1.0,
DSR-GT-NCR-508,PH063089,1,1,0,5,5,0,0.0,0.0,1.0,
DSR-GT-PUNE-706,PH078295,10,4,1,5,12,1,100.0,25.0,0.0,
DSR-SPT-E/UP-613,CL001293,1,1,1,4,6,1,100.0,100.0,1.0,
DSR-MPC-269,PM000387,2,1,0,3,7,0,0.0,0.0,0.0,
DSR-GT-MUM-680,PH065288,5,5,2,4,12,2,100.0,40.0,1.0,
DSR-MUM-132,PH053698,8,5,0,2,9,0,0.0,0.0,0.0,
DSR-NE-322,TG015862,2,2,1,4,5,1,100.0,50.0,0.0,
DSR-MUM-129,PH078161,4,2,2,5,5,2,100.0,100.0,1.0,
DSR-KOL-214,PS021280,1,1,0,0,5,0,0.0,0.0,1.0,
DSR-NE-275,PH117449,2,1,1,2,5,1,100.0,100.0,1.0,
DSR-GT-WUP-661,TG003582,2,1,1,4,5,1,100.0,100.0,1.0,
DSR-CMN-KER-808,DS006106,5,3,2,5,7,2,100.0,66.66666666666666,1.0,
DSR-TNUC-310,PH007993,6,6,3,4,10,3,100.0,50.0,1.0,
DSR-KNUC-430,TG020561,2,2,0,1,10,0,0.0,0.0,1.0,
DSR-PUNE-148,PH043372,9,7,3,5,16,3,100.0,42.857142857142854,1.0,
DSR-ROM-215,PH064860,1,1,1,5,5,1,100.0,100.0,1.0,
DSR-KER-342,PH101099,3,3,2,2,5,2,100.0,66.66666666666666,1.0,
DSR-NCR-037,PH125654,1,1,1,3,5,1,100.0,100.0,1.0,
DSR-APUC-273,DS010906,5,5,3,5,5,3,100.0,60.0,1.0,
DSR-SPT-NCR-401,CL001710,9,4,1,4,8,1,100.0,25.0,0.0,
FSA-SPT-CHEN-710,PS004208,13,2,0,3,5,0,0.0,0.0,0.0,
DSR-WUP-393,PH048341,1,1,0,2,5,0,0.0,0.0,0.0,
DSR-RAJ-229,DS002353,2,2,2,2,5,2,100.0,100.0,1.0,
DSR-CMN-ROM-773,PH012153,2,1,1,3,5,1,100.0,100.0,1.0,
DSR-CMN-KER-637,MGS00621,7,7,1,4,13,1,100.0,14.285714285714285,0.0,
DSR-GT-MUM-656,PH002936,6,4,0,4,13,0,0.0,0.0,0.0,
DSR-NCR-032,PH110730,5,5,2,3,5,2,100.0,40.0,0.0,
DSR-E/UP-159,PH085508,2,2,1,3,7,1,100.0,50.0,1.0,
DSR-GT-MUM-765,PH041868,2,2,0,4,6,0,0.0,0.0,1.0,
DSR-GT-HYD-651,PH075294,2,1,1,0,10,0,0.0,100.0,1.0,
DSR-GT-ROE-527,PH122136,2,1,1,1,3,1,100.0,100.0,1.0,
DSR-NE-275,PH055005,2,2,1,2,5,0,0.0,50.0,0.0,
DSR-GT-CHN-580,DS001844,1,1,1,4,20,1,100.0,100.0,1.0,
FSA-SPT-HYD-001,PS019691,10,4,0,4,8,0,0.0,0.0,0.0,
DSR-RAJ-165,PS005550,5,4,1,4,5,1,100.0,25.0,1.0,
DSR-CMN-KER-588,PH113771,1,1,1,5,7,1,100.0,100.0,1.0,
DSR-TNUC-312,PH026937,2,1,1,4,5,1,100.0,100.0,1.0,
DSR-MPC-407,PH086364,3,2,1,5,5,1,100.0,50.0,1.0,
DSR-CMN-EUP-665,TG015556,3,3,2,2,5,2,100.0,66.66666666666666,1.0,
DSR-CMN-PUNJ-822,PH024873,8,7,5,5,7,5,100.0,71.42857142857143,1.0,
DSR-GT-PUNE-779,PH050424,2,1,0,4,11,0,0.0,0.0,0.0,
DSR-CMN-KNUC-473,DS022250,4,3,2,4,6,2,100.0,66.66666666666666,1.0,
DSR-MUM-129,PH029142,2,1,1,5,5,1,100.0,100.0,1.0,
DSR-GUJ-121,PH050740,2,2,1,3,5,0,0.0,50.0,0.0,
DSR-PUNE-361,DS013636,1,1,1,4,8,1,100.0,100.0,1.0,
DSR-CMN-MPC-784,TG024032,3,1,1,1,1,1,100.0,100.0,1.0,
DSR-CMN-KER-843,PH031566,2,2,1,5,6,1,100.0,50.0,1.0,
DSR-MUM-127,DS010016,6,4,0,3,16,0,0.0,0.0,0.0,
DSR-CHN-110,TG000503,15,11,2,5,20,2,100.0,18.181818181818183,1.0,
FSA-GT-HYD-009,PH026198,5,5,2,4,11,2,100.0,40.0,1.0,
DSR-MPC-407,TG008620,3,3,3,5,5,3,100.0,100.0,1.0,
DSR-GT-MUM-765,PH060543,9,7,3,5,13,3,100.0,42.857142857142854,1.0,
DSR-ROM-135,PH013700,6,5,0,4,14,0,0.0,0.0,0.0,
DSR-GUJ-121,PH057904,1,1,0,3,5,0,0.0,0.0,0.0,
DSR-CMN-MP-631,PH014737,3,3,2,3,5,2,100.0,66.66666666666666,1.0,
DSR-BGLR-082,PH095124,4,3,1,4,6,1,100.0,33.33333333333333,0.0,
DSR-GT-PUNE-706,PH008167,4,2,0,5,13,0,0.0,0.0,0.0,
DSR-KOL-023,PH006148,4,2,0,1,5,0,0.0,0.0,1.0,
DSR-GT-NCR-508,PH102065,1,1,1,5,5,1,100.0,100.0,1.0,
DSR-GT-WUP-661,PH098731,2,1,0,2,5,0,0.0,0.0,0.0,
DSR-KER-342,PH042228,3,3,0,3,5,0,0.0,0.0,0.0,
DSR-CMN-KNUC-555,PH116064,2,1,1,2,4,1,100.0,100.0,1.0,
DSR-KER-071,PS008589,5,3,0,0,5,0,0.0,0.0,1.0,
DSR-NCR-041,PH005153,4,3,1,5,5,1,100.0,33.33333333333333,1.0,
DSR-GT-AP-479,PH098515,2,2,2,3,5,1,50.0,100.0,1.0,
DSR-APUC-353,PH088427,2,1,1,2,5,1,100.0,100.0,1.0,
DSR-GUJ-387,PH103462,1,1,0,3,6,0,0.0,0.0,0.0,
DSR-CMN-MP-631,PH014759,2,2,1,3,5,1,100.0,50.0,0.0,
DSR-MP-146,PS021661,6,3,2,4,8,2,100.0,66.66666666666666,1.0,
DSR-CMN-KER-588,PH015458,2,2,0,4,6,0,0.0,0.0,0.0,
DSR-CHN-105,TG023071,10,4,1,1,3,1,100.0,25.0,1.0,
DSR-GT-MUM-702,PH063336,7,6,3,4,8,2,66.66666666666666,50.0,1.0,
DSR-HYD-002,PH117917,1,1,1,2,2,1,100.0,100.0,1.0,
DSR-MPC-268,DS022940,4,4,4,4,5,4,100.0,100.0,1.0,
DSR-GUJ-387,PH053077,1,1,0,4,5,0,0.0,0.0,0.0,
DSR-PUNE-137,PH004060,4,1,0,5,10,0,0.0,0.0,0.0,
DSR-GT-PUNE-778,PH100698,12,2,0,4,8,0,0.0,0.0,1.0,
FSA-CMN-BGLR-109,PS019842,10,8,1,5,7,1,100.0,12.5,0.0,
DSR-CHN-114,PH001386,5,5,3,4,5,3,100.0,60.0,0.0,
DSR-CMN-KER-563,PH045965,4,2,0,5,5,0,0.0,0.0,1.0,
DSR-GT-NCR-503,DS001186,8,1,1,3,5,1,100.0,100.0,1.0,
DSR-CMN-KER-637,PH054868,7,3,1,4,6,1,100.0,33.33333333333333,0.0,
DSR-GUJ-151,PH032597,3,3,3,3,4,3,100.0,100.0,1.0,
DSR-CMN-KER-843,PH080997,3,3,0,0,5,0,0.0,0.0,1.0,
DSR-GT-MUM-526,PM000139,14,8,4,4,6,3,75.0,50.0,1.0,
DSR-MUM-127,DS010525,10,4,0,3,11,0,0.0,0.0,0.0,
DSR-GT-PUNE-778,PH054909,4,2,1,4,5,1,100.0,50.0,0.0,
DSR-BGLR-087,SM002540,18,15,3,4,39,3,100.0,20.0,1.0,
DSR-GT-MUM-759,TG023756,3,2,1,1,10,0,0.0,50.0,0.0,
DSR-AP-432,TG014030,6,5,1,3,5,1,100.0,20.0,0.0,
DSR-PUNJ-190,PS015440,3,1,1,2,5,1,100.0,100.0,1.0,
DSR-MUM-302,PH106531,21,5,3,5,8,3,100.0,60.0,0.0,
DSR-GT-HYD-651,PH022911,4,4,2,2,5,2,100.0,50.0,1.0,
DSR-GT-PUNE-706,PH102948,14,6,3,5,6,3,100.0,50.0,0.0,
DSR-MUM-132,PH048797,19,16,2,4,29,2,100.0,12.5,0.0,
DSR-GOA-153,TG014242,2,1,1,3,5,1,100.0,100.0,1.0,
DSR-SPT-NCR-705,CL001710,3,1,0,0,5,0,0.0,0.0,1.0,
DSR-MP-288,PH103796,2,2,2,2,5,2,100.0,100.0,1.0,
DSR-SPT-BGLR-547,PS000109,9,3,0,1,6,0,0.0,0.0,0.0,
DSR-HAR-028,PH044033,7,6,4,4,7,4,100.0,66.66666666666666,1.0,
DSR-NE-275,PH122719,2,1,1,2,5,1,100.0,100.0,1.0,
DSR-CHN-116,PH088577,2,2,2,3,8,0,0.0,100.0,1.0,
DSR-GT-PUNE-779,PH043776,5,4,0,4,5,0,0.0,0.0,0.0,
DSR-PUNE-139,TG023986,9,5,2,3,6,1,50.0,40.0,0.0,
DSR-ROE-272,PH101004,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-BGLR-085,PH007653,3,3,2,4,8,2,100.0,66.66666666666666,1.0,
DSR-MUM-130,PH048180,2,1,0,5,5,0,0.0,0.0,1.0,
DSR-GT-NCR-424,PH053315,4,4,3,5,10,3,100.0,75.0,1.0,
DSR-CMN-AP-472,PS022870,1,1,1,2,27,1,100.0,100.0,1.0,
DSR-CMN-PUNJ-788,PH043719,4,3,1,0,10,0,0.0,33.33333333333333,1.0,
DSR-GT-TNUC-677,PH008077,2,2,0,4,5,0,0.0,0.0,1.0,
DSR-UK-363,WP000569,4,3,1,4,18,1,100.0,33.33333333333333,1.0,
DSR-CMN-MPC-784,PH108018,3,3,2,2,5,2,100.0,66.66666666666666,1.0,
DSR-PUNE-148,PH003850,4,3,2,4,5,2,100.0,66.66666666666666,0.0,
DSR-NE-322,DS018438,2,2,2,5,5,2,100.0,100.0,1.0,
DSR-GT-GOA-478,TG011219,2,2,2,4,5,2,100.0,100.0,1.0,
DSR-MPC-269,TG015043,2,1,1,2,5,1,100.0,100.0,1.0,
DSR-PUNJ-190,PH090266,3,2,2,3,5,2,100.0,100.0,1.0,
DSR-KNUC-305,PH038200,5,5,4,4,5,4,100.0,80.0,1.0,
DSR-GT-MUM-496,PH105044,15,8,3,4,7,3,100.0,37.5,1.0,
DSR-KNUC-305,PH041301,5,5,4,4,5,4,100.0,80.0,1.0,
DSR-BGLR-087,DS000189,12,7,1,4,14,1,100.0,14.285714285714285,0.0,
DSR-GT-MUM-526,DS016356,6,3,1,4,9,1,100.0,33.33333333333333,0.0,
DSR-CMN-ROE-558,TG013071,4,3,3,4,5,3,100.0,100.0,1.0,
DSR-GOA-153,TG022220,2,2,1,2,5,0,0.0,50.0,0.0,
DSR-CMN-ROM-799,PH083694,6,4,2,5,6,2,100.0,50.0,0.0,
DSR-NE-198,PH101673,8,3,1,1,5,1,100.0,33.33333333333333,1.0,
DSR-PUNE-361,PH039920,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-KNUC-304,MGS006704,6,2,1,5,6,1,100.0,50.0,1.0,
DSR-PUNE-140,PH065003,7,7,3,4,10,3,100.0,42.857142857142854,1.0,
DSR-E/UP-159,PH085510,1,1,0,3,5,0,0.0,0.0,0.0,
DSR-RAJ-229,PH018596,2,2,2,3,5,2,100.0,100.0,1.0,
DSR-PUNE-141,PH082431,3,2,2,3,5,2,100.0,100.0,1.0,
DSR-CHN-105,DS008231,13,7,2,5,7,2,100.0,28.57142857142857,0.0,
DSR-NCR-039,PH066709,4,3,2,4,5,2,100.0,66.66666666666666,0.0,
DSR-SPT-NCR-533,PS000700,8,4,0,0,8,0,0.0,0.0,1.0,
DSR-GT-MUM-656,PH002863,11,8,4,4,8,4,100.0,50.0,1.0,
DSR-GUJ-121,PH027138,3,3,2,5,8,2,100.0,66.66666666666666,1.0,
DSR-GT-GOA-566,PH050442,15,11,4,4,11,3,75.0,36.36363636363637,1.0,
DSR-NCR-032,PH081911,4,4,2,5,6,2,100.0,50.0,0.0,
DSR-GT-MUM-765,PH086573,8,6,3,5,5,3,100.0,50.0,1.0,
DSR-SPT-BGLR-549,PS009656,3,3,0,0,14,0,0.0,0.0,1.0,
DSR-PUNE-361,MGS003573,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-GUJ-151,PH053497,4,4,3,4,5,3,100.0,75.0,0.0,
DSR-CHN-114,DS001783,3,2,0,3,5,0,0.0,0.0,0.0,
DSR-GT-PUNE-779,PH003935,1,1,0,4,9,0,0.0,0.0,0.0,
DSR-KER-343,DS011045,2,1,1,3,5,1,100.0,100.0,1.0,
DSR-GUJ-120,PH124806,1,1,1,1,5,1,100.0,100.0,1.0,
DSR-ROM-412,TG012877,1,1,1,2,5,1,100.0,100.0,1.0,
DSR-GUJ-122,PH022540,1,1,1,2,3,1,100.0,100.0,1.0,
DSR-MPC-407,PH044716,2,2,1,4,5,1,100.0,50.0,0.0,
DSR-HYD-002,PH000067,9,6,2,5,9,2,100.0,33.33333333333333,1.0,
DSR-BGLR-084,PH054067,11,6,2,5,13,2,100.0,33.33333333333333,1.0,
DSR-APUC-353,MGS005740,2,2,2,2,5,1,50.0,100.0,1.0,
DSR-ROE-272,PS020971,2,1,0,0,7,0,0.0,0.0,1.0,
DSR-GOA-153,PM000864,10,4,1,4,5,1,100.0,25.0,0.0,
DSR-GT-KER-820,PH015509,20,9,1,4,22,1,100.0,11.11111111111111,0.0,
DSR-CMN-KER-620,MGS00932,4,1,1,4,5,1,100.0,100.0,1.0,
DSR-PUNE-141,PH014937,7,5,1,4,7,1,100.0,20.0,0.0,
DSR-ROE-294,PH057335,1,1,1,3,5,1,100.0,100.0,1.0,
DSR-GT-BGLR-565,PH121663,3,3,1,4,10,1,100.0,33.33333333333333,0.0,
DSR-GT-MUM-759,PH076539,4,2,1,1,10,0,0.0,50.0,1.0,
DSR-UP-383,WP002977,2,1,0,0,5,0,0.0,0.0,1.0,
DSR-CMN-NCR-810,MGS004202,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-GT-PUNE-706,PH101788,3,3,1,5,7,1,100.0,33.33333333333333,1.0,
DSR-SPT-NCR-401,CL001874,1,1,0,3,6,0,0.0,0.0,0.0,
DSR-CMN-AP-472,PH107547,1,1,1,1,5,1,100.0,100.0,1.0,
DSR-APUC-353,PH083546,2,1,1,3,5,1,100.0,100.0,1.0,
DSR-SPT-PUNE-543,PS001761,1,1,0,0,12,0,0.0,0.0,1.0,
